"arg_sig","count"
"[L, missing]",6
"[C, l{R}, l{l{?}}, l{?}]",1
"[l{D}, l{l{?}}, l{sS}]",1
"[error, l{sN}]",1
"[language, l{?}, sL]",1
"[D, raw_NA, sC]",1
"[sC, C, l{C}, sN, l{l{?}}, l{?}]",2
"[sF, sL, sN]",5
"[missing, sF, sI]",1
"[weakref]",2
"[D, X, l{?}, l{D}, l{l{?}}]",1
"[arg15_t]",1
"[D, I, sD, sN]",10
"[C, sC, sD, sI, sN]",3
"[C, I, l{?}, l{sS}, sS]",1
"[sI, I, data.frame]",1
"[M{D}, data.frame, sS]",6
"[D, raw_NA, sF, sN]",2
"[error, l{?}, l{C}, l{I}]",1
"[l{C}, l{D}, missing]",1
"[sD, M{D}, D, l{l{?}}]",1
"[C, D, I, L, l{?}, l{I}, l{sS}, raw_NA, sC, sD, sI, sN, sS]",1
"[data.frame, error, sC, sD, sF]",1
"[sC, sD, C, M{D}, D, sI, I, l{D}, l{C}, L, raw_NA, l{l{?}}]",1
"[data.frame, sF, sN, unevaled]",5
"[sD, sX, unevaled]",1
"[l{?}, l{C}, l{l{?}}, l{sE}, raw_NA, sC, sD, sI]",1
"[D, sL, I, L]",1
"[sS, sD, M{D}]",6
"[D, I, M{D}, M{I}, data.frame, sD, sI]",1
"[externalptr, sS]",1
"[error, l{C}, sN]",1
"[sD, sE, sF, sN]",3
"[l{sE}, l{l{?}}, l{?}]",1
"[l{sF}, C, l{sN}, l{D}, l{C}, l{l{?}}, l{?}]",1
"[C, D, sI, I]",1
"[data.frame, l{D}]",13
"[C, D, I, L, raw_NA, sC, sD]",2
"[C, M{C}, data.frame, sC]",1
"[sC, sD, C, sF, M{D}, sI, sN]",2
"[sC, M{D}, C, M{I}, sI, sL, sN, raw_NA, data.frame, l{?}]",1
"[l{?}, l{C}, l{Y}]",2
"[D, raw_NA, sD]",15
"[sN, error]",2
"[D, I, M{D}, l{C}, sD, sI]",1
"[l{Y}, l{language}, l{D}, l{?}]",1
"[C, I, M{D}, M{I}, missing]",1
"[M{D}, error, l{D}]",1
"[l{sF}, sC]",1
"[D, M{D}, M{I}]",16
"[arg8_t]",1
"[l{L}, C, l{sN}, sN, error, data.frame]",1
"[D, sI, I, sN]",1
"[sD, D, I]",23
"[sC, sI, sL]",1
"[raw_NA, L]",3
"[C, D, raw_NA]",5
"[l{I}, l{L}, l{D}, l{l{?}}, l{?}]",1
"[C, R, sC]",2
"[C, D, L, l{l{?}}]",1
"[M{L}, L, raw_NA]",1
"[error, raw_NA, sC]",1
"[C, D, I, sD, sX]",2
"[D, l{l{?}}]",7
"[I, l{C}, l{D}, l{I}]",1
"[D, L, sD, sL, sN]",1
"[D, l{D}, l{?}]",4
"[D, I, L, M{C}, M{D}, M{I}, raw_NA, sD]",1
"[D, I, data.frame, sD]",1
"[sC, sD, sE, sF, D, sI, l{sE}, I, sL, l{C}, sN, l{l{?}}]",1
"[D, M{D}, sF, unevaled]",1
"[D, raw_NA, sF]",1
"[I, l{I}, l{sN}]",1
"[l{C}, sC, sD, sL, sN]",1
"[C, D, I, sC, sI, sS]",2
"[l{?}, l{externalptr}, l{l{?}}]",2
"[Y, language, l{C}, sC, sD]",1
"[l{C}, l{l{?}}, sC]",1
"[D, M{D}, unevaled]",3
"[C, D, I, M{D}, M{I}]",1
"[data.frame, l{?}, l{L}]",2
"[l{sF}, sF]",18
"[D, I, data.frame, error]",1
"[l{?}, l{C}, l{sN}]",7
"[externalptr, sN]",13
"[sD, M{D}, D, sX, M{X}, X]",1
"[data.frame, l{?}, l{C}, l{D}, l{I}, l{l{?}}, sN]",1
"[R, l{?}, l{C}, sC, sD, sF, sI, sL, sN]",1
"[sC, sD, sE, sF, l{sE}, sN, l{l{?}}]",1
"[l{?}, l{language}]",16
"[l{I}, l{L}, l{D}, l{C}]",1
"[missing, sF, sS]",1
"[M{C}, M{D}, M{I}, M{L}, M{R}, M{X}]",1
"[D, M{D}, sN, sS]",1
"[C, I, data.frame, l{C}, l{l{?}}, sC, sI]",1
"[I, sD, sF]",2
"[l{D}, l{I}, sN]",3
"[l{Y}, sN, l{C}]",1
"[l{?}, l{sE}, l{sF}, sC, sE, sF]",1
"[language, l{?}, sC]",1
"[l{sN}, l{C}, sN]",1
"[C, D, raw_NA, sC, sD]",2
"[I, sC, sF, sN]",1
"[sC, sI, raw_NA]",1
"[sS, sC]",1
"[C, missing, sC, sF, sN]",1
"[l{D}, sC]",5
"[D, data.frame]",119
"[C, l{Y}, sC]",2
"[l{sF}, l{?}]",21
"[M{D}, D, sI, M{I}, I, L, raw_NA]",1
"[error, language, sD, sF, sL]",1
"[l{D}, sD]",13
"[D, I, L, M{I}, data.frame, l{?}, l{D}, raw_NA, sC, sD, sF, sN, sR]",1
"[sS, sD]",1
"[sD, M{I}, I, data.frame, l{?}]",1
"[sS, l{I}, M{D}, M{C}, data.frame, l{?}]",1
"[sF, l{sS}]",1
"[sC, C, sI, l{sN}, I, l{C}, l{?}]",1
"[D, I, externalptr, sC, sD]",1
"[I, error, missing]",4
"[I, l{language}, sI]",1
"[sF, D]",2
"[sL, M{L}, raw_NA, L]",3
"[C, D, l{I}, sC, sN]",1
"[l{D}, sE]",1
"[C, D, I, L, M{D}, M{I}, M{X}, R, X, Y, data.frame, language, l{?}, l{C}, l{D}, l{I}, l{X}, raw_NA, sC, sD, sE, sF, sI, sL, sN]",1
"[sS, sE]",1
"[L, R, sR]",1
"[l{?}, l{I}, l{sN}]",1
"[l{?}, l{Y}, sF]",1
"[I, M{D}, sS]",1
"[M{D}, D, raw_NA]",1
"[D, M{C}, data.frame, l{?}]",5
"[I, sD, sI]",66
"[M{I}, unevaled]",1
"[C, sN, sS]",1
"[Y, language, raw_NA, sC, sD]",1
"[sE, l{sE}]",2
"[l{C}, l{I}, l{l{?}}]",3
"[C, D, sC, sD, sE, sF, sL]",1
"[error, sI, sN]",2
"[M{C}, M{D}, data.frame]",3
"[sS, sN]",7
"[data.frame, l{D}, l{I}, sN]",1
"[D, sD, sL]",3
"[sC, C, data.frame]",1
"[l{?}, l{D}, l{L}, sN]",4
"[Y, language, sD]",10
"[C, D, I, L, M{C}, M{D}, M{I}, R, X, Y, data.frame, error, expression, externalptr, language, l{?}, l{D}, l{I}, pairlist, raw_NA, sC, sD, sE, sF, sI, sL, sN, sR, sS, sX]",1
"[D, I, L, M{C}, M{D}, M{L}, raw_NA, sC, sD]",1
"[D, I, missing, sD, sI]",4
"[raw_NA, sC, sF, sN]",1
"[C, error, language, l{?}, l{D}, l{l{?}}, sC, sD, sE, sF, sL, sN]",1
"[sC, sD, C, D, sI, sL, I, L, raw_NA]",1
"[l{R}, sN]",1
"[l{?}, l{L}]",39
"[D, R, sD]",4
"[sD, M{D}, D, sI, I, l{D}]",1
"[sC, sD, sF, language, error, data.frame, l{?}]",1
"[Y, language, sC]",6
"[C, I, M{D}, R, data.frame, language, l{?}, l{C}, l{D}, l{language}, l{l{?}}, sC, sD]",1
"[l{sN}, l{D}, l{C}]",1
"[..., D, Y, l{?}, sC, sD, sL, sN]",1
"[l{sF}, l{I}, l{sE}, l{D}, l{l{?}}]",1
"[D, sD, sI, sN]",4
"[C, l{C}, sF]",1
"[M{D}, raw_NA]",18
"[C, D, I, error, sD]",1
"[I, error, missing, sD, sI]",1
"[D, I, R, sD, sR]",1
"[sS, sC, C, sI, I, M{C}, data.frame]",1
"[l{I}, D, l{D}, l{C}]",1
"[L, data.frame]",1
"[L, sI]",1
"[D, I, l{C}, sC, sS]",1
"[M{D}, M{I}, M{L}, data.frame, sS]",1
"[sS, C, D, I, language, error, L, sC, sD, sF, sI, l{sN}, sL, sN, raw_NA, data.frame, pairlist, l{?}]",1
"[D, I, L, error, missing]",1
"[D, sD, sN]",150
"[l{Y}, l{language}, sF]",1
"[C, D, I, M{D}, data.frame, l{?}, l{C}, l{I}, l{sS}, sC, sD, sE, sS]",1
"[D, M{D}, sC, sD, sN]",1
"[sL, raw_NA, L]",4
"[l{?}, l{L}, l{sN}, sN]",1
"[sN, l{C}, l{l{?}}, l{?}]",1
"[D, missing, raw_NA]",1
"[l{L}, l{D}, l{C}, sN, l{l{?}}, l{?}]",1
"[C, D, I, sD, sI, unevaled]",1
"[C, D, I, L, M{C}, M{D}, M{I}, M{L}, data.frame, language, l{?}, l{C}, l{D}, l{l{?}}, pairlist, sC, sD, sF, sI, sL, sN, sS]",1
"[l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, l{sN}]",2
"[l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, l{sN}, sN]",3
"[sC, C, sN, l{C}, l{?}]",1
"[C, D, I, error, sF]",1
"[externalptr, sF]",28
"[I, sD, sN]",16
"[sC, sD, M{D}, l{D}, sN]",1
"[D, error, missing, sN]",1
"[sC, sD, sL, data.frame]",1
"[M{C}, sF, sN]",5
"[data.frame, l{?}, l{C}, l{D}]",1
"[sD, M{D}, D, M{I}, I, raw_NA, L, M{C}]",1
"[sS, M{D}]",14
"[D, sD, sI, sL]",1
"[l{sF}, l{l{?}}, l{?}]",5
"[sC, C, sL, L, l{?}]",1
"[data.frame, missing, sC]",1
"[C, D, I, M{C}, M{D}, data.frame, l{l{?}}, sC, sD, sI, sN, sS]",1
"[data.frame, language, l{?}, sD]",1
"[I, data.frame]",35
"[M{D}, l{?}, sD]",1
"[I, sC, sF]",1
"[sD, M{D}, D, l{D}]",5
"[C, D, I, L, data.frame, l{?}, l{C}, l{D}, l{I}, sI]",1
"[C, L, sC, sI]",1
"[l{I}, sN, l{?}]",2
"[D, L, sN]",3
"[C, l{C}, sC, sF]",1
"[sC, sD, sF, unevaled]",1
"[raw_NA, sL]",46
"[C, D, I, l{D}, sC, sD, sS]",1
"[D, language]",3
"[L, sL]",59
"[C, l{C}, sC]",7
"[l{I}, l{sN}, l{C}, l{l{?}}]",1
"[l{language}, l{C}]",2
"[sC, sD, D, sI, M{I}, raw_NA]",1
"[L, error]",5
"[l{?}, l{D}, l{language}, sF]",1
"[D, data.frame, sD, sI]",2
"[D, L, sL]",1
"[sD, M{D}, sI, raw_NA]",1
"[Y, language, pairlist, sD, sL, sN]",3
"[l{?}, l{l{?}}, l{sF}]",4
"[C, I, missing]",4
"[sS, sL]",1
"[I, sC, sD]",6
"[sF, error]",1
"[C, I, l{C}]",2
"[sC, sF, sL, sN]",1
"[C, M{D}, D, M{I}, I, M{L}, M{C}, L]",1
"[D, error, raw_NA]",2
"[C, I, M{C}]",2
"[C, I, data.frame, l{?}, l{C}, l{D}, l{I}, l{l{?}}, l{sS}, sC, sE, sS]",1
"[sC, R]",1
"[raw_NA, sN]",16
"[externalptr, sC]",11
"[L, sN]",15
"[M{C}, M{D}, missing]",1
"[sC, C, sN, l{?}]",3
"[C, D, I, sD, sN]",1
"[D, sD, sI]",29
"[l{L}, missing]",2
"[D, M{D}, M{I}, M{L}, sD]",1
"[l{sE}, l{?}]",8
"[C, D, I, L, R, X]",4
"[I, sD, sS]",1
"[R, sC]",16
"[sD, C, D, sI, I, sL, raw_NA, L]",1
"[C, l{?}, sC, sF]",2
"[l{I}, l{Y}, l{L}, l{sS}, l{sN}, l{D}, l{C}, l{l{?}}, l{?}]",1
"[C, M{I}, I]",1
"[sD, D, sI, I]",14
"[D, l{D}, sN, unevaled]",1
"[D, I, sD, sI]",82
"[M{D}, l{I}, sD]",1
"[I, L, M{L}, sC]",1
"[l{D}, sN]",171
"[D, M{I}, raw_NA, sC, sD, sI]",1
"[I, L, missing, sD]",1
"[C, l{C}, sN]",1
"[R, sD]",1
"[I, sC, sI]",4
"[I, sC, sL, sN]",1
"[C, sC, sF, sN]",6
"[M{D}, D, I, M{C}]",1
"[sC, sD, sI, sL]",8
"[l{sF}, l{D}, l{l{?}}]",1
"[D, l{l{?}}, sC, sD]",1
"[C, D, I, error, l{D}, sF]",1
"[sC, sD, C, D, sI, I, sN, l{?}]",1
"[C, D, I, L, M{D}, M{I}, X, l{?}, l{C}, l{D}, sC, sD, sL, sX]",1
"[sN, data.frame, l{?}]",1
"[l{Y}, l{language}, sN]",1
"[I, L, M{L}, sD]",1
"[C, l{C}, sC, sI]",1
"[D, error, missing, sD]",7
"[sC, sN, raw_NA]",1
"[R, raw_NA, sC, sD, sI, sN, sR]",5
"[C, l{?}, sC, sD]",1
"[sS, sD, M{D}, M{I}, M{L}]",1
"[sC, pairlist]",1
"[sI, raw_NA]",5
"[D, l{?}, l{D}, sD, sN]",1
"[D, I, sD, sL]",1
"[l{D}, l{language}]",1
"[M{D}, l{?}, sN]",1
"[D, X]",16
"[sC, sD, C, D, sI, I, l{D}, sN, raw_NA, L, l{l{?}}]",1
"[C, l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, sC]",1
"[l{l{?}}, l{sS}]",1
"[D, data.frame, language, sD]",1
"[I, L, sC, sL]",1
"[l{sN}, sN]",9
"[D, data.frame, error]",1
"[l{sN}, l{?}]",13
"[raw_NA, sI]",13
"[Y, language, sC, sD, sL, sN]",1
"[C, D, I, sD, sI]",1
"[C, language, l{Y}, l{language}, sC]",1
"[C, M{I}, sI, I, sN]",1
"[, error]",1
"[D, I, l{?}, sD, sI]",1
"[Y, language, l{?}, pairlist, raw_NA, sC, sD, sF, sL, sN]",1
"[sC, sD, l{C}, sN]",1
"[raw_NA, sD]",143
"[l{?}, sC, sD, sL, sN]",1
"[l{?}, l{language}, l{l{?}}]",1
"[D, R, sR]",1
"[C, l{C}, sC, sN]",2
"[l{L}, sL]",2
"[sC, sD, sL, raw_NA]",1
"[sC, l{C}, l{?}]",2
"[l{?}, l{D}, l{language}, sN]",1
"[sI, M{I}]",3
"[data.frame, l{l{?}}, sE]",3
"[raw_NA, sC]",88
"[C, l{C}, l{D}, sC]",3
"[l{I}, l{language}, l{sN}, l{D}, l{C}, l{l{?}}, l{?}]",1
"[language, l{?}, sS]",1
"[l{sS}, sD, sF]",1
"[D, I, missing, sD, sL]",1
"[C, D, data.frame, l{?}, l{C}, l{D}, l{I}, l{language}, l{l{?}}, sC, sI]",1
"[sS, C, M{D}, D, I, language, L, error, M{C}, l{l{?}}, sC, sD, l{language}, sF, sI, sL, l{D}, l{C}, sN, raw_NA, data.frame, l{?}]",1
"[D, L, sD]",4
"[C, D, I, M{D}, M{I}, sC]",1
"[I, sC, sN]",7
"[M{C}, M{D}, M{I}, M{R}, data.frame, raw_NA, sD, sI, sS, unevaled]",1
"[raw_NA, sF]",6
"[D, sD, sS]",2
"[M{C}, l{D}]",4
"[D, M{D}, data.frame, missing]",1
"[sD, l{C}]",1
"[M{D}, D, M{I}, I, raw_NA]",1
"[sC, C, M{D}, D, M{I}, I, l{?}]",1
"[arg5_t]",1
"[D, L, sC]",1
"[C, D, sD, sE, sN]",2
"[sF, l{l{?}}]",3
"[M{D}, M{I}, l{?}, sC]",1
"[C, D, I, L, unevaled]",1
"[C, D, I, L, M{D}, M{I}, M{L}, data.frame, l{?}, l{C}, l{D}, l{I}, l{l{?}}, l{sF}, raw_NA, sC, sD, sE, sF, sI, sL, sN]",1
"[raw_NA, sE]",2
"[D, sD, sR]",1
"[l{?}, l{sE}, sE, sN]",1
"[M{D}, sF, unevaled]",9
"[D, I, L, X, sC]",1
"[l{I}, sN, l{C}, l{?}]",1
"[l{C}, l{I}]",8
"[raw_NA, sC, sD, sI, sR]",1
"[C, l{?}, sC, sN]",2
"[C, sC, sD, sF, sI, sL, sN]",2
"[l{R}, l{D}]",1
"[C]",4520
"[l{I}, l{sN}, l{C}]",1
"[I, M{D}, M{I}, M{L}, data.frame, sS]",1
"[D, M{C}, M{D}, M{I}, sC, sD, sI]",1
"[l{?}, l{C}, l{D}, l{I}, l{sN}]",1
"[C, l{?}, sC]",7
"[sS, D, sI, I]",2
"[sF, l{R}]",1
"[C, D, L, l{l{?}}, sC, sL]",1
"[data.frame, l{D}, l{sN}]",1
"[l{I}, sI, l{l{?}}, l{?}]",3
"[l{?}, l{l{?}}, pairlist]",1
"[l{?}, l{sF}, sF]",1
"[l{Y}, l{language}, l{C}]",1
"[D]",21001
"[data.frame, error, sC, sE]",1
"[D, L, R]",1
"[sE, unevaled]",13
"[C, sI, sN]",2
"[C, D, I, L, missing, sC, sD, sI]",1
"[D, l{?}, l{D}]",5
"[language, l{?}]",7
"[C, L, sC, sD, sL, sN]",1
"[L, sL, sN]",3
"[C, l{?}]",19
"[sC, sD, M{D}, C, sF, sI, sN]",1
"[l{l{?}}, l{externalptr}]",1
"[M{D}, l{C}]",1
"[C, l{?}, l{C}, l{sN}, sN]",1
"[l{sE}, unevaled]",1
"[l{?}, l{C}]",142
"[C, I, l{?}, sD, sE, sN]",1
"[C, D, I, l{D}, l{l{?}}]",1
"[D, I, M{I}, data.frame, l{D}, l{I}]",1
"[D, M{I}]",7
"[l{L}, sN]",10
"[C, l{?}, sD]",1
"[I, L, sI, sL]",1
"[I, L, missing, sI]",1
"[l{I}, D, l{?}]",1
"[sC, sN, sS]",1
"[M{D}, D, L]",2
"[data.frame, missing, sN]",2
"[l{C}, l{D}, l{I}, l{l{?}}, sF]",1
"[M{D}, data.frame, missing]",3
"[C, l{?}, l{C}, sC, sN]",1
"[l{sS}, l{D}]",2
"[I, l{I}]",5
"[sI, I, sN]",7
"[D, I, M{D}, data.frame]",7
"[sC, sS, C, D, I, L]",1
"[sD, D, sX, X]",2
"[C, l{C}, l{D}, sC, sN]",1
"[language]",834
"[l{C}, l{l{?}}]",28
"[D, R]",4
"[D, error, sN]",1
"[D, X, sN]",1
"[I, M{I}, l{I}]",2
"[data.frame, language]",3
"[M{D}, l{?}, l{D}, raw_NA, sD]",1
"[C, D, l{C}, l{l{?}}, sC]",2
"[sC, sD, C, D, sI, I, l{C}]",1
"[sC, sD, C, D, sL, L]",1
"[I, L, M{L}, missing, raw_NA, sD, sI]",1
"[error, sD, sN]",4
"[C, D, I, l{D}, data.frame, l{l{?}}]",1
"[M{X}, unevaled]",1
"[Y, expression, language]",1
"[M{D}, l{D}, l{l{?}}]",1
"[language, sC, sF]",1
"[M{D}, l{?}, l{D}, sN]",1
"[I, l{D}, sN]",1
"[sC, l{I}, C, l{C}]",1
"[raw_NA, sC, sD, sI, sL]",1
"[l{sF}, l{C}, l{l{?}}, l{?}]",1
"[I]",4013
"[l{?}, l{C}, l{D}, l{L}, l{l{?}}, sN]",2
"[R, sN]",12
"[l{I}, l{language}]",2
"[l{I}, l{C}]",11
"[Y, language, sN]",1
"[l{Y}, l{language}, l{l{?}}]",1
"[D, sN, error, l{?}]",1
"[l{C}]",962
"[D, I, L, M{D}, l{C}, l{I}]",1
"[D, I, L, raw_NA, sD, sI, sL, sN]",1
"[l{I}, l{D}, l{C}, data.frame, l{?}]",2
"[D, I, M{I}]",10
"[l{Y}, l{language}, l{l{?}}, l{?}]",1
"[M{D}, language, sD]",1
"[sD, D, I, l{D}, l{?}]",1
"[D, X, l{D}, l{l{?}}, l{?}]",1
"[D, data.frame, sD, sN]",1
"[C, language, l{?}, l{l{?}}, sC, sE, sF, sI, sN, unevaled]",1
"[sS, M{D}, M{I}, M{C}, data.frame]",1
"[data.frame, sE, sS]",1
"[sS, data.frame]",10
"[C, I, Y, error, l{C}, l{Y}, l{sN}, sC, sE, sF, sI, sL, sN]",1
"[data.frame, l{D}, l{I}]",1
"[raw_NA, sX]",1
"[C, data.frame, missing, sC]",1
"[C, I, sL, sN]",1
"[L]",676
"[D, M{C}, M{D}, M{I}]",1
"[I, sI, sN]",19
"[C, D, I, L, l{?}, l{I}, l{sS}, raw_NA, sC, sD, sI, sS]",2
"[l{D}, l{?}]",232
"[sC, sF, sL, l{?}]",1
"[D, sD, sF]",32
"[M{C}, M{I}, missing]",1
"[sC, sD, C, M{D}, D, sI, I, M{C}]",2
"[language, sC, sD]",1
"[C, error]",28
"[C, sC, sD]",22
"[D, I, M{D}, M{I}, sD, sI, sN, sS]",1
"[D, I, M{D}, M{I}, M{L}, l{?}, sD, sS]",1
"[C, missing]",48
"[error, sC, sD, sN]",2
"[R, sR]",101
"[D, sN, l{?}]",1
"[I, M{C}, data.frame, l{D}]",3
"[l{?}, l{D}, l{I}, l{l{?}}, sN]",1
"[data.frame, missing, sF]",1
"[sX, M{X}, X]",1
"[M{D}, M{I}, M{X}, M{L}, M{C}, M{R}]",1
"[l{C}, l{D}, l{I}, l{L}, l{sS}]",2
"[D, l{D}, sN]",6
"[sC, l{I}, C, D, I]",1
"[D, I]",1073
"[C, I, L, missing, sC, sS]",1
"[R, sS]",1
"[D, raw_NA, l{?}]",1
"[Y, language, sI]",1
"[sS, sL, L]",1
"[l{?}, l{D}, l{l{?}}]",24
"[sC, sD, sL, I, sN]",1
"[l{?}, l{l{?}}, missing, sF]",1
"[L, sC]",3
"[C, D, I, M{D}, data.frame, sC, sD, sS]",1
"[D, l{D}, sD, sN]",3
"[D, I, l{l{?}}]",5
"[M{D}, D, I]",9
"[error, l{?}]",57
"[l{D}, data.frame]",7
"[D, I, R, sI, sR]",1
"[C, D, sC, unevaled]",1
"[C, M{D}, M{I}, I]",2
"[L, sD]",2
"[language, raw_NA, sF]",4
"[sC, C, raw_NA]",6
"[l{L}, l{sN}, l{C}, l{?}]",1
"[D, I, M{D}, sD]",15
"[sC, sD, sF, sL, language, error, data.frame]",1
"[C, I, L, sI, sL]",1
"[D, sC, sD, sF, sL, sN]",1
"[arg12_t]",1
"[R, sD, sI, sR]",3
"[M{D}, missing, raw_NA, sD]",2
"[l{C}, l{l{?}}, l{sN}, sN]",1
"[error, missing, sD, sI]",1
"[Y, language, sF]",1
"[D, X, l{D}]",1
"[D, L]",29
"[error]",1726
"[I, l{?}, l{I}, l{sN}]",1
"[L, sF]",5
"[sC, sD, sE, C, sI, sN]",1
"[R]",318
"[l{D}, sD, sN]",2
"[C, D, I, M{D}, data.frame, error, missing, sD, sF, sN]",1
"[data.frame, language, l{?}]",2
"[language, raw_NA, sD]",1
"[sD, D, l{?}]",10
"[sD, M{D}, D, sI, I, l{C}]",1
"[sD, M{D}, sL, M{L}, raw_NA]",1
"[sC, sD, C, sI, I, sN]",1
"[I, sI, sL]",2
"[M{D}, data.frame, l{C}, l{I}]",1
"[l{?}, l{C}, l{D}, l{I}]",27
"[l{D}, sF, unevaled]",2
